,DATE,FIRE_YEAR,DISCOVERY_DOY,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
2954,1999-09-19,1999,262,0.5,B,46.905,-115.10277778,ID
2955,1999-09-20,1999,263,1.0,B,31.79417178,-90.99900062,MS
2956,1999-09-20,1999,263,2.0,B,40.61777778,-123.43472222,CA
2957,1999-09-20,1999,263,8.0,B,30.55880921,-89.58481894,MS
2958,1999-09-22,1999,265,0.1,A,43.28555556,-121.82083333,OR
2959,1999-09-23,1999,266,2.0,B,30.24792,-93.84792,TX
2960,1999-09-24,1999,267,2.3,B,34.6703,-85.3628,GA
2961,1999-09-24,1999,267,0.1,A,38.65083333,-119.86666667,CA
2962,1999-09-24,1999,267,3.0,B,31.08361111,-92.52388889,LA
2963,1999-09-24,1999,267,5.0,B,35.3933,-86.1733,TN
2964,1999-09-24,1999,267,5.0,B,30.5408,-90.5419,LA
2965,1999-09-24,1999,267,0.4,B,34.8072,-84.7194,GA
2966,1999-09-24,1999,267,3.0,B,31.988588,-89.8879941,MS
2967,1999-09-25,1999,268,7.0,B,31.26681967,-89.4963703,MS
2968,1999-09-25,1999,268,3.0,B,30.9631,-93.0225,LA
2969,1999-09-26,1999,269,0.01,A,44.43058,-122.79634,OR
2970,1999-09-26,1999,269,0.25,A,39.40417,-74.9875,NJ
2971,1999-09-27,1999,270,1.0,B,33.43555556,-85.83388889,AL
2972,1999-09-29,1999,272,2.0,B,42.89906,-114.30032,ID
2973,1999-09-29,1999,272,5.0,B,33.8739,-94.5567,OK
2974,1999-09-29,1999,272,1.0,B,39.520111,-121.267839,CA
2975,1999-10-02,1999,275,2.0,B,33.7383,-93.3842,AR
2976,1999-10-05,1999,278,1.0,B,30.4528,-90.0492,LA
2977,1999-10-10,1999,283,0.1,A,38.84388888,-122.94194444,CA
2978,1999-10-13,1999,286,0.01,A,45.13984,-89.639018,WI
2979,1999-10-19,1999,292,1.25,B,42.14272,-121.9511,OR
2980,1999-10-22,1999,295,0.5,B,30.6081,-86.9211,FL
2981,1999-10-22,1999,295,3.0,B,37.44944,-92.97164,MO
2982,1999-10-22,1999,295,0.1,A,35.0267,-86.5267,TN
2983,1999-10-22,1999,295,0.1,A,28.0,-81.7706,FL
2984,1999-10-23,1999,296,1.0,B,36.8014,-83.2528,KY
2985,1999-10-23,1999,296,0.4,B,35.6467,-86.1333,TN
2986,1999-10-24,1999,297,15.0,C,30.5,-85.33,FL
2987,1999-10-24,1999,297,0.1,A,38.7525,-120.31888889,CA
2988,1999-10-25,1999,298,3.0,B,31.44293264,-89.09849299,MS
2989,1999-10-26,1999,299,15.0,C,38.1111,-83.0797,KY
2990,1999-10-26,1999,299,1.0,B,32.37708,-95.00625,TX
2991,1999-10-26,1999,299,4.0,B,36.12,-85.6267,TN
2992,1999-10-28,1999,301,10.0,C,43.20569,-97.30876,SD
2993,1999-10-29,1999,302,0.5,B,34.96,-87.0778,AL
2994,1999-10-29,1999,302,15.0,C,35.465,-85.5133,TN
2995,1999-11-01,1999,305,1.2,B,44.032234,-88.898878,WI
2996,1999-11-01,1999,305,0.5,B,36.8383,-80.4583,VA
2997,1999-11-03,1999,307,7.0,B,33.33125,-94.53958,TX
2998,1999-11-03,1999,307,1.0,B,37.7055,-92.9295,MO
2999,1999-11-03,1999,307,0.9,B,44.943452,-87.861805,WI
3000,1999-11-04,1999,308,3.0,B,31.34742809,-89.09627628,MS
3001,1999-11-05,1999,309,40.0,C,43.76813,-97.55862,SD
3002,1999-11-05,1999,309,2.0,B,32.71003457,-89.59068888,MS
3003,1999-11-07,1999,311,20.0,C,35.21388888,-120.72694444,CA
3004,1999-11-07,1999,311,2.0,B,30.2928,-93.5633,LA
3005,1999-11-07,1999,311,0.1,A,44.28805556,-115.03833333,ID
3006,1999-11-07,1999,311,1.0,B,40.00694444,-123.84,CA
3007,1999-11-08,1999,312,10.0,C,30.74,-86.3183,FL
3008,1999-11-08,1999,312,4.75,B,44.56743,-89.775205,WI
3009,1999-11-09,1999,313,0.1,A,34.78888889,-111.91944444,AZ
3010,1999-11-10,1999,314,1.5,B,34.4017,-86.7131,AL
3011,1999-11-12,1999,316,4.0,B,30.4686,-90.3889,LA
3012,1999-11-13,1999,317,2.0,B,38.1592,-82.7386,KY
3013,1999-11-14,1999,318,5.0,B,33.7142,-94.495,OK
3014,1999-11-14,1999,318,1.0,B,37.45,-77.5167,VA
3015,1999-11-15,1999,319,5.0,B,34.73131497,-88.61122793,MS
3016,1999-11-15,1999,319,0.1,A,34.2758,-85.0472,GA
3017,1999-11-15,1999,319,0.1,A,45.29166667,-88.66666667,WI
3018,1999-11-16,1999,320,2.0,B,36.8053,-83.5136,KY
3019,1999-11-17,1999,321,2.7,B,34.0778,-87.4708,AL
3020,1999-11-17,1999,321,200.0,D,30.7589,-91.0947,LA
3021,1999-11-17,1999,321,0.12,A,45.969346,-89.887695,WI
3022,1999-11-17,1999,321,0.1,A,40.2,-105.30138889,CO
3023,1999-11-18,1999,322,1.0,B,37.41983,-91.94461,MO
3024,1999-11-19,1999,323,5.0,B,37.1633,-78.17,VA
3025,1999-11-19,1999,323,3.0,B,36.8667,-82.85,VA
3026,1999-11-25,1999,329,1.1,B,31.1217,-84.2353,GA
3027,1999-11-26,1999,330,0.01,A,44.699658,-90.985249,WI
3028,1999-11-26,1999,330,11.0,C,32.55208,-94.10625,TX
3029,1999-11-27,1999,331,5.0,B,35.8494,-94.7986,OK
3030,1999-11-29,1999,333,2.0,B,34.0703,-85.2103,GA
3031,1999-11-29,1999,333,0.1,A,34.43555556,-117.91361111,CA
3032,1999-12-01,1999,335,5.2,B,32.585,-86.2219,AL
3033,1999-12-01,1999,335,3.0,B,30.7081,-93.1236,LA
3034,1999-12-02,1999,336,1.0,B,36.1,-78.45,NC
3035,1999-12-02,1999,336,15.0,C,30.2922,-89.6956,LA
3036,1999-12-02,1999,336,2.0,B,34.7033,-81.2544,SC
3037,1999-12-02,1999,336,1.0,B,31.51146688,-90.41825358,MS
3038,1999-12-03,1999,337,0.1,A,31.5836,-81.8958,GA
3039,1999-12-04,1999,338,2.0,B,35.4167,-78.2,NC
3040,1999-12-04,1999,338,0.3,B,35.85,-81.5333,NC
3041,1999-12-05,1999,339,1.0,B,34.0258,-86.9106,AL
3042,1999-12-08,1999,342,10.0,C,33.7258,-87.4156,AL
3043,1999-12-09,1999,343,5.0,B,31.75654143,-89.24590377,MS
3044,1999-12-09,1999,343,0.4,B,30.7447,-84.4728,GA
3045,1999-12-20,1999,354,0.5,B,33.6122,-86.5253,AL
3046,1999-12-26,1999,360,2.0,B,33.0497,-86.8725,AL
3047,1999-12-26,1999,360,0.1,A,37.180221,-120.949403,CA
3048,1999-12-27,1999,361,4.0,B,36.375,-87.1583,TN
3049,1999-12-29,1999,363,5.0,B,35.4667,-82.9,NC
3050,1999-12-29,1999,363,2.0,B,31.7574953,-90.1954523,MS
3051,1999-12-31,1999,365,0.2,A,31.7039,-82.3775,GA
3052,1999-12-31,1999,365,0.3,B,29.37,-82.88,FL
3053,1999-12-31,1999,365,1.0,B,33.58943091,-89.23494677,MS
3054,2000-01-01,2000,1,0.1,A,30.5444,-88.805,MS
3055,2000-01-02,2000,2,0.3,B,40.08834591,-80.65454416,WV
3056,2000-01-04,2000,4,1.0,B,30.33269998,-94.41875,TX
3057,2000-01-06,2000,6,0.4,B,30.68,-86.17,FL
3058,2000-01-06,2000,6,0.1,A,41.00903187,-73.674082,NY
3059,2000-01-08,2000,8,0.55,B,31.0533,-84.9336,GA
3060,2000-01-09,2000,9,0.1,A,41.28621886,-74.4129323,NY
3061,2000-01-10,2000,10,0.1,A,35.1084,-106.6484,NM
3062,2000-01-11,2000,11,0.5,B,35.8833,-80.95,NC
3063,2000-01-12,2000,12,4.0,B,33.8942,-80.1944,SC
3064,2000-01-13,2000,13,8.5,B,30.8131,-84.2941,GA
3065,2000-01-13,2000,13,2.5,B,35.4667,-79.0667,NC
3066,2000-01-13,2000,13,0.03,A,30.7614,-83.2194,GA
3067,2000-01-14,2000,14,3.0,B,34.55,-79.4,SC
3068,2000-01-15,2000,15,0.1,A,36.2667,-81.6167,NC
3069,2000-01-15,2000,15,1.05,B,33.9841,-83.7661,GA
3070,2000-01-16,2000,16,5.0,B,36.3147,-95.0506,OK
3071,2000-01-18,2000,18,0.1,A,30.53,-83.41,FL
3072,2000-01-18,2000,18,0.19,A,32.0295,-82.2967,GA
3073,2000-01-18,2000,18,10.0,C,34.647,-95.278,OK
3074,2000-01-18,2000,18,0.1,A,31.1225,-87.0644,AL
3075,2000-01-20,2000,20,5.0,B,31.83124999,-94.88540997,TX
3076,2000-01-22,2000,22,0.1,A,30.18,-83.14,FL
3077,2000-01-26,2000,26,2.0,B,30.2342,-93.6475,LA
3078,2000-02-01,2000,32,1.0,B,33.78333333,-116.61833333,CA
3079,2000-02-01,2000,32,2.0,B,43.749,-98.45166,SD
3080,2000-02-02,2000,33,5.38,B,32.0463,-81.0461,GA
3081,2000-02-03,2000,34,10.32,C,33.2465,-82.2353,GA
3082,2000-02-04,2000,35,0.1,A,30.7286,-89.5714,MS
3083,2000-02-04,2000,35,0.1,A,33.5275,-88.3483,MS
3084,2000-02-05,2000,36,0.5,B,30.73,-86.1,FL
3085,2000-02-06,2000,37,3.0,B,33.4019,-79.4542,SC
3086,2000-02-06,2000,37,0.03,A,32.4925,-82.9858,GA
3087,2000-02-06,2000,37,3.0,B,36.4283,-88.9733,TN
3088,2000-02-07,2000,38,0.73,B,33.2299,-83.8103,GA
3089,2000-02-07,2000,38,2.0,B,30.535,-90.3642,LA
3090,2000-02-08,2000,39,3.0,B,33.6,-81.75,SC
3091,2000-02-10,2000,41,0.26,B,34.3272,-84.9235,GA
3092,2000-02-10,2000,41,0.1,A,30.81,-86.72,FL
3093,2000-02-10,2000,41,2.0,B,30.9292,-92.9028,LA
3094,2000-02-10,2000,41,2.5,B,34.4522,-87.2575,AL
3095,2000-02-10,2000,41,0.5,B,34.4,-77.65,NC
3096,2000-02-10,2000,41,0.39,B,31.2761,-84.8758,GA
3097,2000-02-10,2000,41,1.3,B,34.160324,-88.814808,MS
3098,2000-02-11,2000,42,0.1,A,31.2383,-91.3483,MS
3099,2000-02-11,2000,42,15.0,C,30.98,-86.36,FL
3100,2000-02-12,2000,43,0.1,A,31.4533,-88.6956,MS
3101,2000-02-12,2000,43,3.0,B,35.0928,-109.6792,AZ
3102,2000-02-13,2000,44,2.0,B,34.2575,-93.9356,AR
3103,2000-02-15,2000,46,0.1,A,31.0878,-91.1025,MS
3104,2000-02-17,2000,48,2.0,B,36.6211,-83.9258,KY
3105,2000-02-20,2000,51,2.0,B,30.43722222,-88.73138889,MS
3106,2000-02-20,2000,51,0.2,A,30.8,-86.08,FL
3107,2000-02-21,2000,52,4.0,B,36.1397,-94.8956,OK
3108,2000-02-21,2000,52,2.0,B,30.9047,-93.3958,LA
3109,2000-02-23,2000,54,5.0,B,37.8322,-82.6756,KY
3110,2000-02-23,2000,54,5.0,B,33.7333,-79.6667,SC
3111,2000-02-23,2000,54,20.5,C,36.70777999,-106.61190002,NM
3112,2000-02-23,2000,54,30.0,C,34.3131,-85.5378,AL
3113,2000-02-23,2000,54,6.0,B,34.6294,-93.0525,AR
3114,2000-02-24,2000,55,2.77,B,32.3386,-84.1773,GA
3115,2000-02-24,2000,55,3.0,B,33.3922,-86.1411,AL
3116,2000-02-25,2000,56,3.75,B,34.7216,-85.1972,GA
3117,2000-02-25,2000,56,0.1,A,37.06388888,-120.88111111,CA
3118,2000-02-25,2000,56,75.0,C,33.8306,-86.1942,AL
3119,2000-02-25,2000,56,9.0,B,30.5761,-93.0544,LA
3120,2000-02-25,2000,56,7.0,B,32.4569,-91.5183,LA
3121,2000-02-26,2000,57,5.0,B,33.8164,-86.2289,AL
3122,2000-02-26,2000,57,4.73,B,33.3152,-82.7263,GA
3123,2000-02-26,2000,57,0.5,B,36.575,-96.7036,OK
3124,2000-02-28,2000,59,4.0,B,34.7458,-95.4531,OK
3125,2000-02-28,2000,59,2.0,B,37.8633,-83.7383,KY
3126,2000-02-28,2000,59,0.5,B,35.4833,-78.6833,NC
3127,2000-02-29,2000,60,7.0,B,46.53182822,-93.66219817,MN
3128,2000-03-02,2000,62,25.0,C,35.4353,-92.6322,AR
3129,2000-03-02,2000,62,5.0,B,34.4728,-85.5389,AL
3130,2000-03-03,2000,63,15.0,C,31.0047,-87.6067,AL
3131,2000-03-04,2000,64,8.0,B,37.8322,-83.0819,KY
3132,2000-03-04,2000,64,18.0,C,36.8633,-84.8086,KY
3133,2000-03-04,2000,64,2.3,B,44.0544,-99.4218,SD
3134,2000-03-04,2000,64,50.0,C,38.16944444,-79.9,VA
3135,2000-03-05,2000,65,20.0,C,47.8677,-95.0428,MN
3136,2000-03-05,2000,65,0.1,A,41.21876649,-73.97991142,NY
3137,2000-03-05,2000,65,0.1,A,31.0156,-89.4994,MS
3138,2000-03-05,2000,65,1.0,B,35.9958,-91.8978,AR
3139,2000-03-05,2000,65,10.0,C,45.76045,-99.27876,SD
3140,2000-03-05,2000,65,2.0,B,30.5175,-90.3622,LA
3141,2000-03-05,2000,65,1.0,B,34.8956,-87.8244,AL
3142,2000-03-06,2000,66,1.0,B,31.8042,-92.4239,LA
3143,2000-03-06,2000,66,0.1,A,38.57614515,-82.17739747,WV
3144,2000-03-06,2000,66,1.5,B,41.01667,-74.925,NJ
3145,2000-03-06,2000,66,0.2,A,44.251171,-89.921646,WI
3146,2000-03-06,2000,66,0.8,B,32.2866,-82.1348,GA
3147,2000-03-06,2000,66,0.1,A,32.4756,-83.7722,GA
3148,2000-03-06,2000,66,0.2,A,45.875964,-91.599848,WI
3149,2000-03-07,2000,67,50.0,C,35.9333,-83.5333,TN
3150,2000-03-07,2000,67,0.4,B,37.7167,-76.52,VA
3151,2000-03-07,2000,67,4.0,B,35.10666667,-84.18,NC
3152,2000-03-08,2000,68,89.0,C,37.89669505,-82.42443487,WV
3153,2000-03-08,2000,68,0.22,A,31.5672,-83.9755,GA
3154,2000-03-08,2000,68,0.24,A,32.6636,-81.9919,GA
3155,2000-03-08,2000,68,3.0,B,30.7136,-87.6569,AL
3156,2000-03-08,2000,68,0.87,B,34.5159,-85.2985,GA
3157,2000-03-09,2000,69,7.0,B,34.4167,-80.1167,SC
3158,2000-03-09,2000,69,1.0,B,33.1,-79.63333333,SC
3159,2000-03-09,2000,69,0.25,A,40.54861,-74.70972,NJ
3160,2000-03-10,2000,70,0.1,A,43.61742461,-91.27087253,MN
3161,2000-03-10,2000,70,50.0,C,37.4133,-77.305,VA
3162,2000-03-12,2000,72,3.0,B,35.0398,-95.5964,OK
3163,2000-03-13,2000,73,3.0,B,30.4756,-92.9886,LA
3164,2000-03-14,2000,74,0.1,A,32.8628,-89.0164,MS
3165,2000-03-14,2000,74,8.0,B,34.93139998,-104.69910001,NM
3166,2000-03-14,2000,74,23.0,C,35.3517,-85.52,TN
3167,2000-03-14,2000,74,5.62,B,33.6589,-85.3285,GA
3168,2000-03-14,2000,74,0.5,B,35.8833,-81.1667,NC
3169,2000-03-15,2000,75,0.3,B,35.5833,-82.95,NC
3170,2000-03-15,2000,75,0.1,A,34.0833,-77.9,NC
3171,2000-03-16,2000,76,20.0,C,27.28,-80.74,FL
3172,2000-03-18,2000,78,2.0,B,35.5325,-106.3639,NM
3173,2000-03-19,2000,79,10.0,C,44.52729,-98.32031,SD
3174,2000-03-21,2000,81,1.0,B,28.91,-82.58,FL
3175,2000-03-22,2000,82,0.1,A,43.17656921,-77.68056679,NY
3176,2000-03-23,2000,83,0.1,A,43.12563312,-75.21418613,NY
3177,2000-03-25,2000,85,0.25,A,39.78333,-74.27084,NJ
3178,2000-03-25,2000,85,2.0,B,35.025,-87.605,TN
3179,2000-03-25,2000,85,0.1,A,32.83,-89.7364,MS
3180,2000-03-26,2000,86,0.1,A,41.62092,-87.22572,IN
3181,2000-03-26,2000,86,1.0,B,35.75,-79.8333,NC
3182,2000-03-26,2000,86,0.2,A,43.3667,-102.3124,SD
3183,2000-03-26,2000,86,1.0,B,36.3533,-84.635,TN
3184,2000-03-27,2000,87,2.0,B,48.2917,-109.8396,MT
3185,2000-03-27,2000,87,2.0,B,27.38,-82.23,FL
3186,2000-03-28,2000,88,5.0,B,46.3897,-100.6001,ND
3187,2000-03-28,2000,88,0.1,A,36.05708,-112.14762,AZ
3188,2000-03-28,2000,88,3.0,B,34.7486,-80.3922,SC
3189,2000-03-29,2000,89,1.0,B,43.66596,-98.11582,SD
3190,2000-03-30,2000,90,2.0,B,43.77202,-96.88569,SD
3191,2000-03-31,2000,91,3.0,B,36.3317,-85.7967,TN
3192,2000-03-31,2000,91,50.0,C,34.8667,-86.0347,AL
3193,2000-03-31,2000,91,35.0,C,35.8,-87.8783,TN
3194,2000-03-31,2000,91,0.2,A,45.664438,-89.388986,WI
3195,2000-04-01,2000,92,14.0,C,32.4667,-81.05,SC
3196,2000-04-02,2000,93,0.56,B,32.4069,-83.3269,GA
3197,2000-04-04,2000,95,0.1,A,47.03119944,-91.67504752,MN
3198,2000-04-05,2000,96,5.0,B,34.1,-79.85,SC
3199,2000-04-05,2000,96,2.0,B,33.36666667,-81.75,SC
3200,2000-04-05,2000,96,0.2,A,36.6317,-80.905,VA
3201,2000-04-07,2000,98,25.0,C,36.965,-84.5664,KY
3202,2000-04-08,2000,99,6.11,B,31.1899,-83.2161,GA
3203,2000-04-08,2000,99,2.0,B,36.77445,-92.4316,MO
3204,2000-04-09,2000,100,1.0,B,47.975,-99.1087,ND
3205,2000-04-09,2000,100,1.0,B,33.21888888,-117.09388888,CA
3206,2000-04-10,2000,101,2.0,B,43.990289,-90.022811,WI
3207,2000-04-10,2000,101,0.1,A,43.2305,-102.4504,SD
3208,2000-04-10,2000,101,0.1,A,31.2394,-90.3161,MS
3209,2000-04-10,2000,101,1.0,B,30.0638889,-89.8783333,LA
3210,2000-04-12,2000,103,10.0,C,36.55489,-92.39901,MO
3211,2000-04-16,2000,107,1.12,B,30.8299,-83.1592,GA
3212,2000-04-17,2000,108,12.0,C,48.8583,-99.9187,ND
3213,2000-04-18,2000,109,0.5,B,44.46666667,-70.45,ME
3214,2000-04-19,2000,110,0.3,B,26.2211,-81.5819,FL
3215,2000-04-19,2000,110,1.5,B,35.2333,-82.55,NC
3216,2000-04-19,2000,110,1.57,B,30.9675,-84.5539,GA
3217,2000-04-20,2000,111,2.5,B,40.81348113,-73.27414376,NY
3218,2000-04-20,2000,111,1.12,B,34.3267,-83.2705,GA
3219,2000-04-20,2000,111,0.1,A,34.0972,-81.3106,SC
3220,2000-04-21,2000,112,0.5,B,47.9875,-98.9046,ND
3221,2000-04-23,2000,114,0.1,A,47.2805,-95.6198,MN
3222,2000-04-23,2000,114,0.9,B,36.3333,-80.4333,NC
3223,2000-04-23,2000,114,16.6,C,45.911613,-92.59734,WI
3224,2000-04-24,2000,115,4.0,B,30.4797,-88.2,AL
3225,2000-04-24,2000,115,0.25,A,40.01305,-74.2375,NJ
3226,2000-04-24,2000,115,0.5,B,48.0233,-94.9442,MN
3227,2000-04-25,2000,116,0.01,A,44.284727,-89.019446,WI
3228,2000-04-25,2000,116,0.25,A,40.1125,-74.125,NJ
3229,2000-04-26,2000,117,8.0,B,47.2777,-95.642,MN
3230,2000-04-26,2000,117,1.0,B,47.9917,-98.8796,ND
3231,2000-04-27,2000,118,0.5,B,47.10173293,-95.83984066,MN
3232,2000-04-28,2000,119,0.1,A,44.2833,-107.5034,WY
3233,2000-04-29,2000,120,3.0,B,45.52183,-98.19373,SD
3234,2000-04-30,2000,121,176.0,D,33.50109,-104.8157,NM
3235,2000-04-30,2000,121,0.1,A,34.0703,-89.6133,MS
3236,2000-05-01,2000,122,0.9,B,42.82497822,-77.1045358,NY
3237,2000-05-02,2000,123,0.5,B,27.42,-81.46,FL
3238,2000-05-03,2000,124,0.5,B,34.28333333,-110.025,AZ
3239,2000-05-04,2000,125,0.1,A,47.06315238,-91.80748891,MN
3240,2000-05-04,2000,125,0.25,A,46.90725548,-92.42017108,MN
3241,2000-05-05,2000,126,6.0,B,27.14,-81.9,FL
3242,2000-05-06,2000,127,0.1,A,37.077455,-120.771204,CA
3243,2000-05-06,2000,127,0.1,A,40.5895655,-73.73591601,NY
3244,2000-05-07,2000,128,0.7,B,44.841112,-88.054891,WI
3245,2000-05-07,2000,128,3.0,B,37.8572,-108.8198,CO
3246,2000-05-08,2000,129,4.0,B,34.69,-85.8914,AL
3247,2000-05-09,2000,130,0.2,A,28.91,-81.45,FL
3248,2000-05-10,2000,131,0.25,A,44.53458,-98.21868,SD
3249,2000-05-11,2000,132,0.1,A,35.6833,-75.8667,NC
3250,2000-05-11,2000,132,0.1,A,30.82,-86.91,FL
3251,2000-05-12,2000,133,0.1,A,36.73400001,-106.551,NM
3252,2000-05-13,2000,134,0.1,A,44.055,-99.4187,SD
3253,2000-05-13,2000,134,0.4,B,31.6357,-83.5939,GA
3254,2000-05-13,2000,134,4.0,B,35.3994,-92.6642,AR
3255,2000-05-15,2000,136,2.0,B,37.40862389,-81.11390128,WV
3256,2000-05-16,2000,137,30.0,C,36.10194444,-119.02694444,CA
3257,2000-05-16,2000,137,0.13,A,32.5616,-84.5833,GA
3258,2000-05-17,2000,138,6.0,B,28.81,-81.06,FL
3259,2000-05-17,2000,138,0.1,A,31.1539,-91.2636,MS
3260,2000-05-17,2000,138,0.48,B,33.8817,-85.2492,GA
3261,2000-05-17,2000,138,128.0,D,37.57916667,-91.21638889,MO
3262,2000-05-18,2000,139,0.2,A,30.24,-81.82,FL
3263,2000-05-20,2000,141,0.5,B,34.7558,-81.5222,SC
3264,2000-05-23,2000,144,0.1,A,33.2278,-89.8106,MS
3265,2000-05-24,2000,145,1.5,B,36.79210002,-104.95949999,NM
3266,2000-05-25,2000,146,0.1,A,33.68333,-105.215,NM
3267,2000-05-25,2000,146,0.2,A,44.83489,-89.652121,WI
3268,2000-05-25,2000,146,0.1,A,43.21184,-124.38259,OR
3269,2000-05-27,2000,148,0.5,B,34.75,-79.4167,NC
3270,2000-05-27,2000,148,2.5,B,34.0833,-80.2333,SC
3271,2000-05-28,2000,149,0.1,A,39.12138889,-105.22916667,CO
3272,2000-05-28,2000,149,0.2,A,39.19472222,-105.61694444,CO
3273,2000-05-31,2000,152,4.0,B,33.3667,-80.6167,SC
3274,2000-06-01,2000,153,0.25,A,39.01667,-74.93333,NJ
3275,2000-06-01,2000,153,0.2,A,36.37805555,-119.30611111,CA
3276,2000-06-02,2000,154,1.5,B,31.8073,-84.3979,GA
3277,2000-06-02,2000,154,1.0,B,28.44,-82.29,FL
3278,2000-06-02,2000,154,0.3,B,33.4544,-81.3139,SC
3279,2000-06-02,2000,154,0.3,B,33.28527778,-107.9675,NM
3280,2000-06-02,2000,154,0.5,B,37.44111111,-120.78611111,CA
3281,2000-06-03,2000,155,5.1,B,31.7387,-84.1162,GA
3282,2000-06-05,2000,157,32860.0,G,33.7501,-108.1673,NM
3283,2000-06-06,2000,158,0.5,B,33.54694444,-116.13888888,CA
3284,2000-06-07,2000,159,0.2,A,31.3989,-87.3356,AL
3285,2000-06-07,2000,159,0.41,B,32.3551,-81.9323,GA
3286,2000-06-12,2000,164,29.0,C,38.5833,-109.2507,UT
3287,2000-06-12,2000,164,0.3,B,30.325,-82.32666667,FL
3288,2000-06-13,2000,165,3379.0,F,64.7596,-146.4649,AK
3289,2000-06-13,2000,165,0.56,B,33.178,-82.46,GA
3290,2000-06-14,2000,166,2.5,B,34.9687,-107.5481,NM
3291,2000-06-14,2000,166,1.0,B,33.0384,-111.5723,AZ
3292,2000-06-17,2000,169,0.1,A,40.7121391,-73.60913239,NY
3293,2000-06-17,2000,169,0.1,A,31.6268,-110.1745,AZ
3294,2000-06-20,2000,172,25.6,C,32.4078,-86.6494,AL
3295,2000-06-22,2000,174,1.0,B,36.59694444,-119.475,CA
3296,2000-06-22,2000,174,0.1,A,31.0072,-88.4769,MS
3297,2000-06-24,2000,176,0.1,A,40.075,-111.425,UT
3298,2000-06-24,2000,176,0.1,A,35.228411,-119.648456,CA
3299,2000-06-24,2000,176,0.1,A,40.77083333,-115.30638889,NV
3300,2000-06-25,2000,177,0.1,A,34.51583333,-118.31972222,CA
3301,2000-06-25,2000,177,0.3,B,39.7635,-119.9935,NV
3302,2000-06-25,2000,177,0.1,A,34.48083333,-112.40638889,AZ
3303,2000-06-26,2000,178,0.1,A,44.25333333,-121.49972222,OR
3304,2000-06-27,2000,179,7.0,B,35.2833,-78.7833,NC
3305,2000-06-28,2000,180,2.0,B,38.79111111,-122.54805555,CA
3306,2000-06-28,2000,180,2.0,B,34.6678,-82.8972,SC
3307,2000-06-28,2000,180,0.1,A,38.44527778,-120.00027778,CA
3308,2000-06-29,2000,181,0.1,A,41.1332,-123.6845,CA
3309,2000-06-29,2000,181,0.1,A,37.69178,-109.41875,UT
3310,2000-06-30,2000,182,0.1,A,45.7803,-121.52006,WA
3311,2000-06-30,2000,182,0.1,A,40.6588,-112.9253,UT
3312,2000-06-30,2000,182,4187.6,F,42.66984,-113.01065,ID
3313,2000-06-30,2000,182,0.1,A,39.64088,-112.26049,UT
3314,2000-06-30,2000,182,4.0,B,41.2411,-111.93828,UT
3315,2000-07-02,2000,184,0.1,A,39.1857,-121.074931,CA
3316,2000-07-02,2000,184,10.0,C,37.0528,-108.8845,CO
3317,2000-07-03,2000,185,15.0,C,39.7324,-123.2672,CA
3318,2000-07-05,2000,187,13.0,C,34.4,-80.0833,SC
3319,2000-07-06,2000,188,1.0,B,33.6117,-86.4903,AL
3320,2000-07-06,2000,188,0.1,A,32.7220859,-116.9610933,CA
3321,2000-07-07,2000,189,0.51,B,34.1557,-84.5089,GA
3322,2000-07-07,2000,189,0.01,A,47.0514,-112.4111,MT
3323,2000-07-07,2000,189,0.1,A,36.21694444,-119.07388888,CA
3324,2000-07-07,2000,189,0.49,B,31.3271,-83.5752,GA
3325,2000-07-08,2000,190,0.6,B,33.1872,-80.5731,SC
3326,2000-07-08,2000,190,0.5,B,41.0165,-123.6512,CA
3327,2000-07-08,2000,190,1.5,B,44.399999,-123.3,OR
3328,2000-07-08,2000,190,7.0,B,27.62,-80.52,FL
3329,2000-07-09,2000,191,10.0,C,31.3081,-90.1911,MS
3330,2000-07-10,2000,192,0.1,A,40.62142697,-73.737523,NY
3331,2000-07-13,2000,195,0.1,A,30.06166667,-84.90166667,FL
3332,2000-07-13,2000,195,0.01,A,46.981,-113.4328,MT
3333,2000-07-13,2000,195,2.26,B,33.0239,-82.9489,GA
3334,2000-07-13,2000,195,3.0,B,32.6817,-89.7747,MS
3335,2000-07-14,2000,196,8.0,B,33.5944,-87.3103,AL
3336,2000-07-14,2000,196,0.5,B,44.68444444,-112.45027778,MT
3337,2000-07-15,2000,197,0.2,A,47.86596,-122.64771,WA
3338,2000-07-15,2000,197,0.8,B,47.26940623,-93.00963742,MN
3339,2000-07-16,2000,198,0.1,A,30.4,-86.3,FL
3340,2000-07-17,2000,199,1.0,B,34.3844,-92.3789,AR
3341,2000-07-18,2000,200,3.0,B,30.45,-88.45,MS
3342,2000-07-18,2000,200,2.0,B,30.18166667,-82.45666667,FL
3343,2000-07-18,2000,200,1.0,B,34.3639,-82.3828,SC
3344,2000-07-19,2000,201,1.5,B,36.94695001,-106.63220001,NM
3345,2000-07-19,2000,201,0.1,A,33.25027778,-108.48583333,NM
3346,2000-07-19,2000,201,1.5,B,34.85,-80.3833,NC
3347,2000-07-19,2000,201,0.1,A,48.4525,-114.03388889,MT
3348,2000-07-20,2000,202,5.0,B,32.7203,-91.9603,LA
3349,2000-07-20,2000,202,0.1,A,34.31704,-112.12445,AZ
